,Winner,RedFighter,BlueFighter,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,HeightDif,ReachDif,AgeDif,Finish,HeightAdvantage,ReachAdvantage,AgeAdvantage
5001,Red,Neil Seery,Phil Harris,162.56,162.56,125,162.56,162.56,125,34,30,0.0,0.0,4,U-DEC,,,0.0
5002,Red,Cathal Pendred,Mike King,190.5,190.5,185,185.42,190.5,170,26,30,5.08,0.0,-4,SUB,0.0,,1.0
5005,Red,Paddy Holohan,Joshua Sampo,162.56,162.56,125,177.8,175.26,125,26,29,-15.24,-12.7,-3,,1.0,1.0,1.0
5006,Red,Donald Cerrone,Jim Miller,172.72,180.34,155,185.42,185.42,155,31,30,-12.7,-5.08,1,KO/TKO,1.0,1.0,0.0
5007,Red,Edson Barboza,Evan Dunham,177.8,177.8,155,180.34,190.5,155,28,32,-2.54,-12.7,-4,KO/TKO,1.0,1.0,1.0
5008,Red,Rick Story,Leonardo Mafra,177.8,177.8,155,175.26,180.34,170,29,25,2.54,-2.54,4,SUB,0.0,1.0,0.0
5010,Red,John Lineker,Alptekin Ozkilic,165.1,165.1,125,160.02,170.18,135,24,28,5.08,-5.08,-4,KO/TKO,0.0,1.0,1.0
5011,Red,Lucas Martins,Alex White,182.88,180.34,155,182.88,182.88,145,25,25,0.0,-2.54,0,KO/TKO,,1.0,
5012,Red,Gleison Tibau,Pat Healy,182.88,187.96,155,177.8,180.34,155,30,30,5.08,7.62,0,U-DEC,0.0,0.0,
5015,Red,Yosdenis Cedeno,Jerrod Sanders,172.72,182.88,135,172.72,175.26,155,29,34,0.0,7.62,-5,KO/TKO,,0.0,1.0
5016,Red,Claudia Gadelha,Tina Lahdemaki,157.48,157.48,115,162.56,160.02,115,25,26,-5.08,-2.54,-1,U-DEC,1.0,1.0,1.0
5017,Red,Frankie Edgar,BJ Penn,175.26,177.8,155,167.64,172.72,145,32,35,7.62,5.08,-3,KO/TKO,0.0,0.0,1.0
5018,Red,Corey Anderson,Matt Van Buren,195.58,193.04,205,190.5,200.66,205,24,28,5.08,-7.62,-4,KO/TKO,0.0,1.0,1.0
5020,Red,Derrick Lewis,Guto Inocente,190.5,195.58,205,190.5,200.66,260,29,28,0.0,-5.08,1,KO/TKO,,1.0,0.0
5024,Red,Adriano Martins,Juan Puig,175.26,182.88,145,177.8,182.88,155,31,25,-2.54,0.0,6,,1.0,,0.0
5025,Red,Patrick Walsh,Daniel Spohn,193.04,200.66,205,180.34,180.34,185,25,29,12.7,20.32,-4,U-DEC,0.0,0.0,1.0
5026,Red,Sarah Moras,Alexis Dufresne,175.26,172.72,135,170.18,170.18,135,26,23,5.08,2.54,3,U-DEC,0.0,0.0,0.0
5027,Red,Chris Weidman,Lyoto Machida,185.42,187.96,185,187.96,198.12,185,30,36,-2.54,-10.16,-6,U-DEC,1.0,1.0,1.0
5028,Red,Ronda Rousey,Alexis Davis,167.64,172.72,125,170.18,172.72,135,27,29,-2.54,0.0,-2,KO/TKO,1.0,,1.0
5029,Red,Uriah Hall,Thiago Santos,187.96,193.04,205,182.88,200.66,185,29,30,5.08,-7.62,-1,U-DEC,0.0,1.0,1.0
5031,Red,Urijah Faber,Alex Caceres,177.8,185.42,145,167.64,170.18,135,35,26,10.16,15.24,9,SUB,0.0,0.0,0.0
5032,Red,Kenny Robertson,Ildemar Alcantara,187.96,198.12,185,177.8,187.96,170,30,31,10.16,10.16,-1,U-DEC,0.0,0.0,1.0
5035,Red,Luke Zachrich,Guilherme Vasconcelos,182.88,187.96,185,187.96,187.96,185,32,28,-5.08,0.0,4,U-DEC,1.0,,0.0
5036,Red,Cub Swanson,Jeremy Stephens,172.72,180.34,145,172.72,177.8,145,30,28,0.0,2.54,2,U-DEC,,0.0,0.0
5037,Red,Kelvin Gastelum,Nico Musoke,182.88,190.5,170,175.26,180.34,185,22,28,7.62,10.16,-6,,0.0,0.0,1.0
5038,Red,Cezar Ferreira,Andrew Craig,185.42,193.04,170,185.42,198.12,185,29,28,0.0,-5.08,1,U-DEC,,1.0,0.0
5039,Red,Ricardo Lamas,Hacran Dias,172.72,175.26,155,172.72,180.34,145,32,30,0.0,-5.08,2,U-DEC,,1.0,0.0
5040,Red,Clint Hester,Antonio Braga Neto,190.5,195.58,185,187.96,195.58,205,27,26,2.54,0.0,1,S-DEC,0.0,,0.0
5041,Red,Joe Ellenberger,James Moontasri,177.8,180.34,170,175.26,182.88,155,29,26,2.54,-2.54,3,S-DEC,0.0,1.0,0.0
5044,Red,Marcelo Guimaraes,Andy Enz,190.5,198.12,185,182.88,185.42,185,31,22,7.62,12.7,9,S-DEC,0.0,0.0,0.0
5045,Red,Ray Borg,Shane Howell,172.72,175.26,125,162.56,160.02,135,20,30,10.16,15.24,-10,SUB,0.0,0.0,1.0
5046,Red,Aleksei Oleinik,Anthony Hamilton,195.58,193.04,260,187.96,203.2,240,37,34,7.62,-10.16,3,SUB,0.0,1.0,0.0
5050,Red,Robert Whittaker,Mike Rhodes,185.42,187.96,170,182.88,185.42,185,23,24,2.54,2.54,-1,U-DEC,0.0,0.0,1.0
5051,Red,Jake Matthews,Dashon Johnson,170.18,177.8,145,180.34,185.42,170,19,26,-10.16,-7.62,-7,SUB,1.0,1.0,1.0
5052,Red,Richie Vaculik,Roldan Sangcha-an,162.56,165.1,125,167.64,175.26,125,31,23,-5.08,-10.16,8,,1.0,1.0,0.0
5054,Red,Neil Magny,Rodrigo de Lima,170.18,190.5,155,190.5,203.2,170,26,23,-20.32,-12.7,3,KO/TKO,1.0,1.0,0.0
5055,Red,Dan Hooker,Ian Entwistle,165.1,162.56,135,182.88,190.5,155,24,27,-17.78,-27.94,-3,KO/TKO,1.0,1.0,1.0
5056,Red,Gian Villante,Sean O'Connell,185.42,187.96,205,190.5,193.04,205,28,30,-5.08,-5.08,-2,S-DEC,1.0,1.0,1.0
5057,Red,Demetrious Johnson,Ali Bagautinov,162.56,165.1,125,160.02,167.64,125,27,29,2.54,-2.54,-2,U-DEC,0.0,1.0,1.0
5058,Red,Rory MacDonald,Tyron Woodley,175.26,187.96,170,182.88,193.04,170,24,32,-7.62,-5.08,-8,U-DEC,1.0,1.0,1.0
5059,Red,Ryan Bader,Rafael Feijao,185.42,185.42,205,187.96,187.96,205,31,34,-2.54,-2.54,-3,,1.0,1.0,1.0
5060,Red,Andrei Arlovski,Brendan Schaub,193.04,198.12,245,190.5,195.58,240,35,31,2.54,2.54,4,S-DEC,0.0,0.0,0.0
5061,Red,Ovince Saint Preux,Ryan Jimmo,185.42,185.42,205,190.5,203.2,205,31,32,-5.08,-17.78,-1,KO/TKO,1.0,1.0,1.0
5063,Red,Valerie Letourneau,Elizabeth Phillips,167.64,165.1,135,170.18,172.72,115,31,27,-2.54,-7.62,4,S-DEC,1.0,1.0,0.0
5064,Red,Yves Jabouin,Mike Easton,167.64,177.8,135,170.18,172.72,135,35,30,-2.54,5.08,5,U-DEC,1.0,0.0,0.0
5067,Red,Jason Saggo,Josh Shockley,185.42,187.96,155,180.34,180.34,155,28,24,5.08,7.62,4,KO/TKO,0.0,0.0,0.0
5068,Red,Benson Henderson,Rustam Khabilov,172.72,185.42,155,175.26,177.8,170,30,27,-2.54,7.62,3,SUB,1.0,0.0,0.0
5069,Red,Diego Sanchez,Ross Pearson,172.72,175.26,155,177.8,182.88,170,32,29,-5.08,-7.62,3,S-DEC,1.0,1.0,0.0
5070,Red,John Dodson,John Moraga,167.64,167.64,125,160.02,167.64,135,29,30,7.62,0.0,-1,KO/TKO,0.0,,1.0
5071,Red,Rafael Dos Anjos,Jason High,172.72,180.34,155,172.72,177.8,170,29,32,0.0,2.54,-3,KO/TKO,,0.0,1.0
5076,Red,Scott Jorgensen,Danny Martinez,167.64,170.18,125,165.1,167.64,135,31,28,2.54,2.54,3,U-DEC,0.0,0.0,0.0
5077,Red,Jon Tuck,Jake Lindsey,180.34,180.34,155,180.34,185.42,155,29,27,0.0,-5.08,2,KO/TKO,,1.0,0.0
5078,Red,Patrick Cummins,Roger Narvaez,190.5,200.66,185,187.96,193.04,205,33,30,2.54,7.62,3,KO/TKO,0.0,0.0,0.0
5079,Red,Stipe Miocic,Fabio Maldonado,185.42,190.5,205,193.04,203.2,240,31,34,-7.62,-12.7,-3,KO/TKO,1.0,1.0,1.0
5082,Red,Demian Maia,Alexander Yakovlev,190.5,187.96,155,185.42,182.88,170,36,29,5.08,5.08,7,U-DEC,0.0,0.0,0.0
5085,Red,Elias Silverio,Ernest Chavez,172.72,177.8,145,180.34,185.42,155,27,30,-7.62,-7.62,-3,SUB,1.0,1.0,1.0
5087,Red,Kevin Souza,Mark Eddiva,172.72,172.72,145,182.88,187.96,145,29,28,-10.16,-15.24,1,,1.0,1.0,0.0
5088,Red,Ricardo Abreu,Wagner Silva,182.88,180.34,170,180.34,185.42,185,30,27,2.54,-5.08,3,SUB,0.0,1.0,0.0
5089,Red,Marcos Rogerio de Lima,Richardson Moreira,187.96,182.88,185,185.42,190.5,253,28,30,2.54,-7.62,-2,KO/TKO,0.0,1.0,1.0
5090,Red,Pedro Munhoz,Matt Hobar,177.8,177.8,135,167.64,165.1,135,27,27,10.16,12.7,0,KO/TKO,0.0,0.0,
5095,Red,Nick Hein,Drew Dober,172.72,177.8,155,167.64,167.64,155,30,25,5.08,10.16,5,U-DEC,0.0,0.0,0.0
5096,Red,Magnus Cedenblad,Krzysztof Jotko,185.42,195.58,185,195.58,200.66,185,32,24,-10.16,-5.08,8,SUB,1.0,1.0,0.0
5098,Red,Peter Sobotta,Pawel Pawlak,182.88,185.42,170,182.88,190.5,170,27,25,0.0,-5.08,2,U-DEC,,1.0,0.0
5102,Red,Daniel Cormier,Dan Henderson,180.34,187.96,185,180.34,182.88,235,35,43,0.0,5.08,-8,SUB,,0.0,1.0
5103,Red,Robbie Lawler,Jake Ellenberger,175.26,180.34,170,180.34,187.96,170,32,29,-5.08,-7.62,3,KO/TKO,1.0,1.0,0.0
5104,Red,Takeya Mizugaki,Francisco Rivera,172.72,172.72,135,170.18,172.72,135,30,32,2.54,0.0,-2,U-DEC,0.0,,1.0
5106,Red,Michael Chiesa,Francisco Trinaldo,175.26,177.8,155,185.42,190.5,170,26,35,-10.16,-12.7,-9,U-DEC,1.0,1.0,1.0
5107,Red,Tony Ferguson,Katsunori Kikuno,172.72,167.64,145,180.34,193.04,155,30,32,-7.62,-25.4,-2,KO/TKO,1.0,1.0,1.0
5108,Red,Chris Holdsworth,Chico Camus,167.64,167.64,125,180.34,180.34,135,26,29,-12.7,-12.7,-3,U-DEC,1.0,1.0,1.0
5111,Red,Sam Sicilia,Aaron Phillips,175.26,177.8,135,172.72,170.18,145,28,24,2.54,7.62,4,U-DEC,0.0,0.0,0.0
5113,Red,Matt Brown,Erick Silva,182.88,187.96,170,182.88,190.5,170,33,29,0.0,-2.54,4,KO/TKO,,1.0,0.0
5114,Red,Costas Philippou,Lorenz Larkin,180.34,182.88,170,180.34,185.42,185,34,27,0.0,-2.54,7,,,1.0,0.0
5116,Red,Neil Magny,Tim Means,187.96,190.5,170,190.5,203.2,170,26,30,-2.54,-12.7,-4,U-DEC,1.0,1.0,1.0
5117,Red,Soa Palelei,Ruan Potts,187.96,190.5,247,193.04,205.74,265,36,36,-5.08,-15.24,0,KO/TKO,1.0,1.0,
5118,Red,Chris Cariaso,Louis Smolka,175.26,172.72,135,160.02,160.02,125,32,22,15.24,12.7,10,S-DEC,0.0,0.0,0.0
5119,Red,Ed Herman,Rafael Natal,182.88,193.04,185,185.42,195.58,205,33,31,-2.54,-2.54,2,U-DEC,1.0,1.0,0.0
5120,Red,Kyoji Horiguchi,Darrell Montague,167.64,170.18,125,165.1,167.64,125,23,26,2.54,2.54,-3,U-DEC,0.0,0.0,1.0
5124,Red,Justin Salas,Ben Wall,177.8,185.42,155,172.72,177.8,155,32,25,5.08,7.62,7,KO/TKO,0.0,0.0,0.0
5126,Red,Jon Jones,Glover Teixeira,187.96,193.04,205,193.04,213.36,205,26,34,-5.08,-20.32,-8,U-DEC,1.0,1.0,1.0
5128,Red,Luke Rockhold,Tim Boetsch,182.88,187.96,185,190.5,195.58,185,29,33,-7.62,-7.62,-4,SUB,1.0,1.0,1.0
5129,Red,Jim Miller,Yancy Medeiros,177.8,190.5,155,172.72,180.34,155,30,26,5.08,10.16,4,SUB,0.0,0.0,0.0
5130,Red,Max Holloway,Andre Fili,180.34,187.96,145,180.34,175.26,155,22,23,0.0,12.7,-1,SUB,,0.0,1.0
5131,Red,Joseph Benavidez,Tim Elliott,170.18,167.64,135,162.56,165.1,125,29,27,7.62,2.54,2,SUB,0.0,0.0,0.0
5132,Red,Takanori Gomi,Isaac Vallie-Flagg,172.72,172.72,155,170.18,177.8,155,35,36,2.54,-5.08,-1,U-DEC,0.0,1.0,1.0
5134,Red,Danny Castillo,Charlie Brenneman,177.8,182.88,155,175.26,180.34,155,34,33,2.54,2.54,1,KO/TKO,0.0,0.0,0.0
5135,Red,Chris Beal,Patrick Williams,172.72,185.42,135,170.18,175.26,125,28,32,2.54,10.16,-4,KO/TKO,0.0,0.0,1.0
5136,Red,Fabricio Werdum,Travis Browne,198.12,200.66,255,193.04,195.58,231,36,31,5.08,5.08,5,U-DEC,0.0,0.0,0.0
5137,Red,Miesha Tate,Liz Carmouche,167.64,167.64,125,167.64,165.1,135,27,30,0.0,2.54,-3,U-DEC,,0.0,1.0
5138,Red,Donald Cerrone,Edson Barboza,180.34,190.5,155,185.42,185.42,155,31,28,-5.08,5.08,3,SUB,1.0,0.0,0.0
5141,Red,Thiago Alves,Seth Baczynski,190.5,187.96,170,175.26,177.8,170,30,32,15.24,10.16,-2,U-DEC,0.0,0.0,1.0
5142,Red,Jorge Masvidal,Pat Healy,182.88,187.96,155,180.34,187.96,170,29,30,2.54,0.0,-1,U-DEC,0.0,,1.0
5144,Red,Caio Magalhaes,Luke Zachrich,187.96,187.96,185,185.42,185.42,185,26,32,2.54,2.54,-6,KO/TKO,0.0,0.0,1.0
5145,Red,Jordan Mein,Hernani Perpetuo,182.88,187.96,170,182.88,185.42,170,24,28,0.0,2.54,-4,S-DEC,,0.0,1.0
5146,Red,Dustin Ortiz,Ray Borg,162.56,160.02,135,165.1,165.1,125,25,20,-2.54,-5.08,5,S-DEC,1.0,1.0,0.0
5147,Red,Mirsad Bektic,Chas Skelly,180.34,182.88,145,172.72,177.8,145,23,28,7.62,5.08,-5,M-DEC,0.0,0.0,1.0
5148,Red,Derrick Lewis,Jack May,203.2,200.66,255,190.5,200.66,260,29,33,12.7,0.0,-4,KO/TKO,0.0,,1.0
5150,Red,Patrick Cote,Kyle Noke,185.42,193.04,170,180.34,180.34,170,34,34,5.08,12.7,0,U-DEC,0.0,0.0,
5152,Red,Chad Laprise,Olivier Aubin-Mercier,175.26,177.8,155,177.8,180.34,170,27,25,-2.54,-2.54,2,S-DEC,1.0,1.0,0.0
5153,Red,Dustin Poirier,Akira Corassani,172.72,172.72,145,175.26,182.88,155,25,31,-2.54,-10.16,-6,KO/TKO,1.0,1.0,1.0
5155,Red,Sarah Kaufman,Leslie Smith,175.26,167.64,135,165.1,170.18,135,28,31,10.16,-2.54,-3,U-DEC,0.0,1.0,1.0
5156,Red,Ryan Jimmo,Sean O'Connell,185.42,187.96,205,185.42,185.42,205,32,30,0.0,2.54,2,KO/TKO,,0.0,0.0
5157,Red,George Roop,Dustin Kimura,170.18,180.34,135,185.42,182.88,135,32,24,-15.24,-2.54,8,U-DEC,1.0,1.0,0.0
5158,Red,Mark Bocek,Mike de la Torre,180.34,180.34,145,172.72,190.5,155,32,27,7.62,-10.16,5,S-DEC,0.0,1.0,0.0
5159,Red,Nordine Taleb,Vik Grujic,180.34,185.42,170,185.42,187.96,170,32,37,-5.08,-2.54,-5,U-DEC,1.0,1.0,1.0
5160,Red,Richard Walsh,Chris Indich,177.8,185.42,170,182.88,185.42,170,25,26,-5.08,0.0,-1,U-DEC,1.0,,1.0
5161,Red,Mitch Gagnon,Tim Gorman,165.1,172.72,135,165.1,165.1,135,29,30,0.0,7.62,-1,U-DEC,,0.0,1.0
5163,Red,Clay Guida,Tatsuya Kawajiri,170.18,175.26,145,170.18,177.8,155,32,35,0.0,-2.54,-3,U-DEC,,1.0,1.0
5165,Red,Ramsey Nijem,Beneil Dariush,177.8,182.88,155,180.34,190.5,155,26,24,-2.54,-7.62,2,KO/TKO,1.0,1.0,0.0
5166,Red,Jared Rosholt,Daniel Omielanczuk,182.88,187.96,247,187.96,190.5,265,27,31,-5.08,-2.54,-4,U-DEC,1.0,1.0,1.0
5167,Red,Thales Leites,Trevor Smith,190.5,190.5,185,185.42,198.12,185,32,33,5.08,-7.62,-1,KO/TKO,0.0,1.0,1.0
5171,Red,Fabio Maldonado,Gian Villante,190.5,193.04,205,185.42,190.5,205,34,28,5.08,2.54,6,U-DEC,0.0,0.0,0.0
5172,Red,Michel Prazeres,Mairbek Taisumov,175.26,185.42,155,167.64,170.18,170,32,25,7.62,15.24,7,U-DEC,0.0,0.0,0.0
5173,Red,Rony Jason,Steven Siler,180.34,177.8,145,170.18,177.8,145,30,27,10.16,0.0,3,KO/TKO,0.0,,0.0
5175,Red,Jussier Formiga,Scott Jorgensen,165.1,167.64,135,165.1,170.18,125,28,31,0.0,-2.54,-3,SUB,,1.0,1.0
5178,Red,Godofredo Pepey,Noad Lahat,175.26,175.26,145,170.18,185.42,145,26,29,5.08,-10.16,-3,KO/TKO,0.0,1.0,1.0
5179,Red,Johny Hendricks,Robbie Lawler,180.34,187.96,170,175.26,175.26,185,30,31,5.08,12.7,-1,U-DEC,0.0,0.0,1.0
5183,Red,Ovince Saint Preux,Nikita Krylov,190.5,195.58,205,190.5,203.2,205,30,22,0.0,-7.62,8,SUB,,1.0,0.0
5184,Red,Kelvin Gastelum,Rick Story,175.26,180.34,170,175.26,180.34,185,22,29,0.0,0.0,-7,S-DEC,,,1.0
5186,Red,Dennis Bermudez,Jimy Hettes,175.26,180.34,145,167.64,167.64,155,27,26,7.62,12.7,1,KO/TKO,0.0,0.0,0.0
5192,Red,Alexander Gustafsson,Jimi Manuwa,185.42,200.66,205,195.58,200.66,205,27,34,-10.16,0.0,-7,KO/TKO,1.0,,1.0
5193,Red,Michael Johnson,Melvin Guillard,175.26,172.72,155,177.8,185.42,145,27,30,-2.54,-12.7,-3,U-DEC,1.0,1.0,1.0
5194,Red,Brad Pickett,Neil Seery,162.56,162.56,125,167.64,172.72,135,35,34,-5.08,-10.16,1,U-DEC,1.0,1.0,0.0
5195,Red,Gunnar Nelson,Omari Akhmedov,182.88,185.42,185,180.34,182.88,170,25,26,2.54,2.54,-1,SUB,0.0,0.0,1.0
5197,Red,Luke Barnatt,Mats Nilsson,185.42,187.96,170,198.12,195.58,185,25,30,-12.7,-7.62,-5,KO/TKO,1.0,1.0,1.0
5199,Red,Igor Araujo,Danny Mitchell,187.96,187.96,170,185.42,195.58,170,33,27,2.54,-7.62,6,U-DEC,0.0,1.0,0.0
5200,Red,Dong Hyun Kim,John Hathaway,185.42,190.5,170,187.96,193.04,170,32,26,-2.54,-2.54,6,KO/TKO,1.0,1.0,0.0
5202,Red,Matt Mitrione,Shawn Jordan,182.88,190.5,260,190.5,200.66,265,35,29,-7.62,-10.16,6,KO/TKO,1.0,1.0,0.0
5203,Red,Hatsu Hioki,Ivan Menjivar,167.64,162.56,145,180.34,177.8,145,30,31,-12.7,-15.24,-1,U-DEC,1.0,1.0,1.0
5208,Red,Ronda Rousey,Sara McMann,167.64,167.64,135,170.18,172.72,135,27,33,-2.54,-5.08,-6,KO/TKO,1.0,1.0,1.0
5209,Red,Daniel Cormier,Patrick Cummins,187.96,193.04,205,180.34,182.88,235,34,33,7.62,10.16,1,KO/TKO,0.0,0.0,0.0
5210,Red,Rory MacDonald,Demian Maia,185.42,182.88,170,182.88,193.04,170,24,36,2.54,-10.16,-12,U-DEC,0.0,1.0,1.0
5211,Red,Mike Pyle,TJ Waldburger,180.34,190.5,170,182.88,187.96,170,38,25,-2.54,2.54,13,KO/TKO,1.0,0.0,0.0
5213,Red,Alexis Davis,Jessica Eye,167.64,167.64,125,167.64,172.72,125,29,27,0.0,-5.08,2,S-DEC,,1.0,0.0
5214,Red,Raphael Assuncao,Pedro Munhoz,167.64,165.1,135,165.1,167.64,135,31,27,2.54,-2.54,4,U-DEC,0.0,1.0,0.0
5216,Red,Zach Makovsky,Joshua Sampo,162.56,162.56,125,162.56,162.56,125,30,29,0.0,0.0,1,,,,0.0
5218,Red,Ernest Chavez,Yosdenis Cedeno,172.72,175.26,155,172.72,177.8,145,30,29,0.0,-2.54,1,S-DEC,,1.0,0.0
5219,Red,Lyoto Machida,Gegard Mousasi,187.96,193.04,185,185.42,187.96,185,35,28,2.54,5.08,7,U-DEC,0.0,0.0,0.0
5220,Red,Jacare Souza,Francis Carmont,190.5,198.12,205,185.42,182.88,185,34,32,5.08,15.24,2,U-DEC,0.0,0.0,0.0
5221,Red,Erick Silva,Takenori Sato,177.8,180.34,170,182.88,187.96,170,29,28,-5.08,-7.62,1,KO/TKO,1.0,1.0,0.0
5223,Red,Charles Oliveira,Andy Ogle,172.72,175.26,145,177.8,187.96,155,24,24,-5.08,-12.7,0,SUB,1.0,1.0,
5225,Red,Rodrigo Damm,Ivan Jorge,175.26,185.42,155,170.18,180.34,155,34,33,5.08,5.08,1,U-DEC,0.0,0.0,0.0
5226,Red,Francisco Trinaldo,Jesse Ronson,177.8,182.88,155,175.26,177.8,155,35,28,2.54,5.08,7,S-DEC,0.0,0.0,0.0
5227,Red,Iuri Alcantara,Wilson Reis,162.56,165.1,125,175.26,180.34,135,33,29,-12.7,-15.24,4,S-DEC,1.0,1.0,0.0
5228,Red,Felipe Arantes,Maximo Blanco,172.72,180.34,145,172.72,185.42,135,26,30,0.0,-5.08,-4,U-DEC,,1.0,1.0
5229,Red,Ildemar Alcantara,Albert Tumenov,180.34,185.42,170,187.96,198.12,185,31,22,-7.62,-12.7,9,S-DEC,1.0,1.0,0.0
5231,Red,Renan Barao,Urijah Faber,167.64,170.18,135,167.64,177.8,135,27,34,0.0,-7.62,-7,KO/TKO,,1.0,1.0
5232,Red,Jose Aldo,Ricardo Lamas,172.72,180.34,145,170.18,177.8,145,27,31,2.54,2.54,-4,U-DEC,0.0,0.0,1.0
5237,Red,Chris Cariaso,Danny Martinez,167.64,170.18,125,160.02,160.02,125,32,28,7.62,10.16,4,U-DEC,0.0,0.0,0.0
5238,Red,Nick Catone,Tom Watson,185.42,185.42,185,182.88,182.88,185,32,31,2.54,2.54,1,S-DEC,0.0,0.0,0.0
5239,Red,Al Iaquinta,Kevin Lee,175.26,195.58,170,177.8,177.8,155,26,21,-2.54,17.78,5,U-DEC,1.0,0.0,0.0
5240,Red,Clint Hester,Andy Enz,190.5,198.12,185,187.96,195.58,205,27,22,2.54,2.54,5,U-DEC,0.0,0.0,0.0
5242,Red,Neil Magny,Gasan Umalatov,180.34,180.34,170,190.5,203.2,170,26,31,-10.16,-22.86,-5,U-DEC,1.0,1.0,1.0
5243,Red,Benson Henderson,Josh Thomson,177.8,180.34,155,175.26,177.8,170,30,35,2.54,2.54,-5,S-DEC,0.0,0.0,1.0
5244,Red,Stipe Miocic,Gabriel Gonzaga,187.96,193.04,242,193.04,203.2,240,31,34,-5.08,-10.16,-3,U-DEC,1.0,1.0,1.0
5245,Red,Donald Cerrone,Adriano Martins,177.8,182.88,155,185.42,185.42,155,30,31,-7.62,-2.54,-1,KO/TKO,1.0,1.0,1.0
5247,Red,Alex Caceres,Sergio Pettis,167.64,175.26,135,177.8,185.42,145,25,20,-10.16,-10.16,5,SUB,1.0,1.0,0.0
5248,Red,Eddie Wineland,Yves Jabouin,170.18,172.72,135,170.18,175.26,135,29,34,0.0,-2.54,-5,KO/TKO,,1.0,1.0
5250,Red,Daron Cruickshank,Mike Rio,177.8,180.34,155,172.72,182.88,155,28,32,5.08,-2.54,-4,KO/TKO,0.0,1.0,1.0
5251,Red,George Sullivan,Mike Rhodes,185.42,187.96,170,182.88,185.42,170,32,24,2.54,2.54,8,U-DEC,0.0,0.0,0.0
5253,Red,Luke Rockhold,Costas Philippou,180.34,185.42,185,190.5,195.58,185,29,34,-10.16,-10.16,-5,,1.0,1.0,1.0
5255,Red,TJ Dillashaw,Mike Easton,167.64,177.8,135,167.64,170.18,125,27,29,0.0,7.62,-2,U-DEC,,0.0,1.0
5256,Red,Yoel Romero,Derek Brunson,185.42,195.58,185,182.88,185.42,185,36,30,2.54,10.16,6,KO/TKO,0.0,0.0,0.0
5257,Red,John Moraga,Dustin Ortiz,165.1,165.1,125,167.64,167.64,125,29,25,-2.54,-2.54,4,S-DEC,1.0,1.0,0.0
5258,Red,Cole Miller,Sam Sicilia,172.72,170.18,145,185.42,187.96,145,29,27,-12.7,-17.78,2,SUB,1.0,1.0,0.0
5259,Red,Ramsey Nijem,Justin Edwards,177.8,177.8,155,180.34,190.5,155,25,30,-2.54,-12.7,-5,U-DEC,1.0,1.0,1.0
5261,Red,Trevor Smith,Brian Houston,187.96,198.12,185,190.5,190.5,185,33,32,-2.54,7.62,1,S-DEC,1.0,0.0,0.0
5263,Red,Vinc Pichel,Garett Whiteley,182.88,182.88,155,177.8,182.88,155,31,33,5.08,0.0,-2,U-DEC,0.0,,1.0
5265,Red,Tarec Saffiedine,Hyun Gyu Lim,190.5,195.58,170,177.8,177.8,170,27,28,12.7,17.78,-1,U-DEC,0.0,0.0,1.0
5266,Red,Tatsuya Kawajiri,Sean Soriano,175.26,177.8,145,170.18,175.26,145,35,24,5.08,2.54,11,SUB,0.0,0.0,0.0
5267,Red,Kiichi Kunimoto,Luiz Dutra,180.34,180.34,170,177.8,180.34,170,32,31,2.54,0.0,1,DQ,0.0,,0.0
5268,Red,Kyung Ho Kang,Shunichi Shimizu,165.1,167.64,135,175.26,185.42,135,26,28,-10.16,-17.78,-2,SUB,1.0,1.0,1.0
5269,Red,Max Holloway,Will Chope,193.04,193.04,145,180.34,175.26,155,22,23,12.7,17.78,-1,KO/TKO,0.0,0.0,1.0
5270,Red,Katsunori Kikuno,Quinn Mulhern,190.5,193.04,155,172.72,167.64,145,32,29,17.78,25.4,3,U-DEC,0.0,0.0,0.0
5271,Red,Royston Wee,Dave Galera,180.34,183.0,135,170.18,170.18,135,27,35,10.16,12.82,-8,U-DEC,0.0,0.0,1.0
5272,Red,Mairbek Taisumov,Tae Hyun Bang,175.26,180.34,155,175.26,185.42,155,25,30,0.0,-5.08,-5,U-DEC,,1.0,1.0
5273,Red,Dustin Kimura,Jon Delos Reyes,167.64,170.18,125,170.18,180.34,135,24,26,-2.54,-10.16,-2,SUB,1.0,1.0,1.0
5275,Red,Chris Weidman,Anderson Silva,187.96,195.58,185,187.96,198.12,185,29,38,0.0,-2.54,-9,KO/TKO,,1.0,1.0
5276,Red,Ronda Rousey,Miesha Tate,167.64,165.1,135,170.18,172.72,135,26,27,-2.54,-7.62,-1,SUB,1.0,1.0,1.0
5278,Red,Jim Miller,Fabricio Camoes,177.8,185.42,155,172.72,180.34,155,30,35,5.08,5.08,-5,SUB,0.0,0.0,1.0
5279,Red,Dustin Poirier,Diego Brandao,170.18,172.72,145,175.26,182.88,155,24,26,-5.08,-10.16,-2,KO/TKO,1.0,1.0,1.0
5282,Red,John Howard,Siyar Bahadurzada,180.34,185.42,170,170.18,180.34,170,30,29,10.16,5.08,1,U-DEC,0.0,0.0,0.0
5283,Red,William Patolino,Bobby Voelker,182.88,190.5,170,180.34,190.5,170,22,34,2.54,0.0,-12,,0.0,,1.0
5284,Red,Robert Peralta,Estevan Payan,177.8,182.88,145,172.72,180.34,145,27,31,5.08,2.54,-4,KO/TKO,0.0,0.0,1.0
