,Winner,RedFighter,BlueFighter,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,HeightDif,ReachDif,AgeDif,Finish,HeightAdvantage,ReachAdvantage,AgeAdvantage
4691,Red,Leonardo Mafra,Cain Carrizosa,172.72,187.96,155,177.8,177.8,155,25,28,-5.08,10.16,-3,U-DEC,1.0,0.0,1.0
4696,Red,Johny Hendricks,Matt Brown,182.88,190.5,170,175.26,175.26,185,31,34,7.62,15.24,-3,U-DEC,0.0,0.0,1.0
4699,Red,Ross Pearson,Sam Stout,175.26,177.8,155,172.72,175.26,155,30,30,2.54,2.54,0,KO/TKO,0.0,0.0,
4700,Red,Elias Theodorou,Roger Narvaez,190.5,200.66,185,185.42,190.5,185,26,31,5.08,10.16,-5,KO/TKO,0.0,0.0,1.0
4702,Red,Jared Rosholt,Josh Copeland,185.42,190.5,265,187.96,190.5,265,28,32,-2.54,0.0,-4,KO/TKO,1.0,,1.0
4706,Red,Ronda Rousey,Cat Zingano,167.64,172.72,145,170.18,172.72,135,28,32,-2.54,0.0,-4,SUB,1.0,,1.0
4708,Red,Jake Ellenberger,Josh Koscheck,177.8,185.42,170,175.26,180.34,170,29,37,2.54,5.08,-8,SUB,0.0,0.0,1.0
4709,Red,Alan Jouban,Richard Walsh,182.88,185.42,170,182.88,185.42,170,33,26,0.0,0.0,7,KO/TKO,,,0.0
4710,Red,Tony Ferguson,Gleison Tibau,177.8,180.34,155,180.34,193.04,155,31,31,-2.54,-12.7,0,SUB,1.0,1.0,
4713,Red,Derrick Lewis,Ruan Potts,187.96,190.5,247,190.5,200.66,260,30,37,-2.54,-10.16,-7,KO/TKO,1.0,1.0,1.0
4715,Red,Masio Fullen,Alex Torres,177.8,177.8,145,177.8,177.8,145,28,26,0.0,0.0,2,S-DEC,,,0.0
4721,Red,Santiago Ponzinibbio,Sean Strickland,185.42,193.04,170,182.88,185.42,170,28,23,2.54,7.62,5,U-DEC,0.0,0.0,0.0
4725,Red,Douglas Silva de Andrade,Cody Gibson,177.8,180.34,135,170.18,172.72,135,29,27,7.62,7.62,2,U-DEC,0.0,0.0,0.0
4726,Red,Ivan Jorge,Josh Shockley,185.42,187.96,155,175.26,185.42,155,34,25,10.16,2.54,9,U-DEC,0.0,0.0,0.0
4727,Red,Benson Henderson,Brandon Thatch,187.96,187.96,170,175.26,177.8,170,31,29,12.7,10.16,2,SUB,0.0,0.0,0.0
4728,Red,Max Holloway,Cole Miller,185.42,187.96,145,180.34,175.26,155,23,30,5.08,12.7,-7,U-DEC,0.0,0.0,1.0
4729,Red,Neil Magny,Kiichi Kunimoto,177.8,180.34,170,190.5,203.2,170,27,33,-12.7,-22.86,-6,SUB,1.0,1.0,1.0
4730,Red,Daniel Kelly,Patrick Walsh,180.34,180.34,185,182.88,177.8,185,37,26,-2.54,2.54,11,U-DEC,1.0,0.0,0.0
4732,Red,Ray Borg,Chris Kelades,170.18,172.72,125,162.56,160.02,135,21,33,7.62,12.7,-12,SUB,0.0,0.0,1.0
4733,Red,Efrain Escudero,Rodrigo de Lima,170.18,190.5,155,175.26,177.8,155,29,23,-5.08,12.7,6,U-DEC,1.0,0.0,0.0
4734,Red,Chas Skelly,Jim Alers,175.26,180.34,145,180.34,182.88,145,29,28,-5.08,-2.54,1,KO/TKO,1.0,1.0,0.0
4735,Red,Zach Makovsky,Tim Elliott,170.18,167.64,135,162.56,162.56,125,31,28,7.62,5.08,3,U-DEC,0.0,0.0,0.0
4736,Red,James Moontasri,Cody Pfister,177.8,185.42,155,177.8,180.34,170,26,24,0.0,5.08,2,SUB,,0.0,0.0
4737,Red,Tyron Woodley,Kelvin Gastelum,175.26,180.34,185,175.26,187.96,170,32,23,0.0,-7.62,9,S-DEC,,1.0,0.0
4739,Red,Thales Leites,Tim Boetsch,182.88,187.96,185,185.42,198.12,185,33,34,-2.54,-10.16,-1,SUB,1.0,1.0,1.0
4741,Red,Miesha Tate,Sara McMann,167.64,167.64,135,167.64,165.1,135,28,34,0.0,2.54,-6,M-DEC,,0.0,1.0
4744,Red,Rafael Natal,Tom Watson,185.42,185.42,185,182.88,193.04,185,32,32,2.54,-7.62,0,U-DEC,0.0,1.0,
4746,Red,Thiago Santos,Andy Enz,190.5,198.12,185,187.96,193.04,205,31,23,2.54,5.08,8,KO/TKO,0.0,0.0,0.0
4752,Red,Kenny Robertson,Sultan Aliev,180.34,187.96,170,177.8,187.96,170,30,30,2.54,0.0,0,KO/TKO,0.0,,
4754,Red,Nikita Krylov,Stanislav Nedkov,180.34,180.34,205,190.5,195.58,205,22,33,-10.16,-15.24,-11,SUB,1.0,1.0,1.0
4755,Red,Mairbek Taisumov,Anthony Christodoulou,175.26,182.88,155,175.26,185.42,155,26,27,0.0,-2.54,-1,KO/TKO,,1.0,1.0
4756,Red,Mirsad Bektic,Paul Redmond,177.8,177.8,145,172.72,177.8,145,23,28,5.08,0.0,-5,U-DEC,0.0,,1.0
4757,Red,Viktor Pesta,Konstantin Erokhin,180.34,185.42,230,190.5,195.58,240,24,31,-10.16,-10.16,-7,U-DEC,1.0,1.0,1.0
4758,Red,Neil Seery,Chris Beal,170.18,175.26,125,162.56,162.56,125,35,29,7.62,12.7,6,U-DEC,0.0,0.0,0.0
4759,Red,Conor McGregor,Dennis Siver,167.64,177.8,145,175.26,187.96,155,26,36,-7.62,-10.16,-10,KO/TKO,1.0,1.0,1.0
4760,Red,Donald Cerrone,Benson Henderson,175.26,177.8,170,185.42,185.42,155,31,31,-10.16,-7.62,0,U-DEC,1.0,1.0,
4761,Red,Uriah Hall,Ron Stallings,187.96,190.5,170,182.88,200.66,185,30,31,5.08,-10.16,-1,KO/TKO,0.0,1.0,1.0
4763,Red,Cathal Pendred,Sean Spencer,177.8,190.5,170,185.42,190.5,170,27,27,-7.62,0.0,0,U-DEC,1.0,,
4766,Red,Paddy Holohan,Shane Howell,172.72,175.26,125,177.8,175.26,125,26,31,-5.08,0.0,-5,U-DEC,1.0,,1.0
4767,Red,Johnny Case,Frankie Perez,180.34,185.42,155,177.8,182.88,155,25,25,2.54,2.54,0,KO/TKO,0.0,0.0,
4768,Red,Charles Rosa,Sean Soriano,175.26,177.8,145,175.26,175.26,145,28,25,0.0,2.54,3,SUB,,0.0,0.0
4771,Red,Jon Jones,Daniel Cormier,180.34,182.88,235,193.04,213.36,205,27,35,-12.7,-30.48,-8,U-DEC,1.0,1.0,1.0
4772,Red,Donald Cerrone,Myles Jury,177.8,185.42,145,185.42,185.42,155,31,26,-7.62,0.0,5,U-DEC,1.0,,0.0
4773,Red,Brad Tavares,Nate Marquardt,182.88,187.96,185,185.42,187.96,185,27,35,-2.54,0.0,-8,U-DEC,1.0,,1.0
4774,Red,Kyoji Horiguchi,Louis Gaudinot,160.02,160.02,125,165.1,167.64,125,24,30,-5.08,-7.62,-6,U-DEC,1.0,1.0,1.0
4777,Red,Shawn Jordan,Jared Cannonier,180.34,195.58,185,182.88,190.5,260,30,30,-2.54,5.08,0,KO/TKO,1.0,0.0,
4778,Red,Evan Dunham,Rodrigo Damm,170.18,180.34,155,177.8,177.8,155,33,34,-7.62,2.54,-1,U-DEC,1.0,0.0,1.0
4779,Red,Omari Akhmedov,Mats Nilsson,185.42,187.96,170,182.88,185.42,185,27,31,2.54,2.54,-4,U-DEC,0.0,0.0,1.0
4781,Red,Lyoto Machida,CB Dollaway,187.96,193.04,185,185.42,187.96,185,36,31,2.54,5.08,5,KO/TKO,0.0,0.0,0.0
4782,Red,Renan Barao,Mitch Gagnon,165.1,165.1,135,167.64,177.8,135,27,30,-2.54,-12.7,-3,SUB,1.0,1.0,1.0
4785,Red,Erick Silva,Mike Rhodes,185.42,187.96,170,182.88,187.96,170,30,25,2.54,0.0,5,SUB,0.0,,0.0
4786,Red,Daniel Sarafian,Antonio Dos Santos,177.8,182.88,185,175.26,185.42,185,32,26,2.54,-2.54,6,KO/TKO,0.0,1.0,0.0
4787,Red,Marcos Rogerio de Lima,Igor Pokrajac,182.88,193.04,205,185.42,190.5,253,29,35,-2.54,2.54,-6,KO/TKO,1.0,0.0,1.0
4790,Red,Leandro Issa,Ulka Sasaki,177.8,180.34,125,170.18,175.26,135,31,25,7.62,5.08,6,,0.0,0.0,0.0
4792,Red,Vitor Miranda,Jake Collier,190.5,198.12,205,185.42,195.58,185,35,26,5.08,2.54,9,KO/TKO,0.0,0.0,0.0
4793,Red,Junior Dos Santos,Stipe Miocic,193.04,203.2,240,193.04,195.58,238,30,32,0.0,7.62,-2,U-DEC,,0.0,1.0
4794,Red,Rafael Dos Anjos,Nate Diaz,182.88,193.04,170,172.72,177.8,170,30,29,10.16,15.24,1,U-DEC,0.0,0.0,0.0
4795,Red,Alistair Overeem,Stefan Struve,210.82,213.36,265,193.04,203.2,265,34,26,17.78,10.16,8,KO/TKO,0.0,0.0,0.0
4798,Red,John Moraga,Willie Gates,172.72,177.8,125,167.64,167.64,125,30,27,5.08,10.16,3,SUB,0.0,0.0,0.0
4802,Red,David Michaud,Garett Whiteley,182.88,182.88,155,175.26,182.88,155,26,33,7.62,0.0,-7,U-DEC,0.0,,1.0
4803,Red,Henry Cejudo,Dustin Kimura,170.18,180.34,135,162.56,162.56,135,27,25,7.62,17.78,2,U-DEC,0.0,0.0,0.0
4805,Red,Carla Esparza,Rose Namajunas,165.1,165.1,115,154.94,160.02,115,27,22,10.16,5.08,5,SUB,0.0,0.0,0.0
4808,Red,Jessica Penne,Randa Markos,162.56,160.02,115,165.1,170.18,115,31,29,-2.54,-10.16,2,S-DEC,1.0,1.0,0.0
4809,Red,Felice Herrig,Lisa Ellis,162.56,157.48,115,162.56,165.1,115,30,32,0.0,-7.62,-2,SUB,,1.0,1.0
4811,Red,Joanne Calderwood,Seohee Ham,157.48,157.48,115,167.64,165.1,125,28,27,-10.16,-7.62,1,,1.0,1.0,0.0
4812,Red,Tecia Torres,Angela Magana,154.94,165.1,115,154.94,152.4,115,25,31,0.0,12.7,-6,U-DEC,,0.0,1.0
4813,Red,Aisling Daly,Alex Chambers,160.02,160.02,115,157.48,162.56,115,26,36,2.54,-2.54,-10,SUB,0.0,1.0,1.0
4816,Red,Anthony Pettis,Gilbert Melendez,175.26,185.42,145,177.8,182.88,170,27,32,-2.54,2.54,-5,SUB,1.0,0.0,1.0
4817,Red,Travis Browne,Brendan Schaub,193.04,198.12,245,198.12,200.66,255,32,31,-5.08,-2.54,1,KO/TKO,1.0,1.0,0.0
4818,Red,Todd Duffee,Anthony Hamilton,195.58,193.04,260,190.5,200.66,260,28,34,5.08,-7.62,-6,KO/TKO,0.0,1.0,1.0
4819,Red,Tony Ferguson,Abel Trujillo,172.72,177.8,155,180.34,193.04,155,30,31,-7.62,-15.24,-1,SUB,1.0,1.0,1.0
4820,Red,Urijah Faber,Francisco Rivera,172.72,172.72,135,167.64,170.18,135,35,33,5.08,2.54,2,SUB,0.0,0.0,0.0
4822,Red,Corey Anderson,Justin Jones,180.34,198.12,185,190.5,200.66,205,25,27,-10.16,-2.54,-2,U-DEC,1.0,1.0,1.0
4823,Red,Raquel Pennington,Ashlee Evans-Smith,172.72,170.18,125,170.18,170.18,135,26,27,2.54,0.0,-1,SUB,0.0,,1.0
4824,Red,Sergio Pettis,Matt Hobar,177.8,177.8,135,167.64,175.26,135,21,27,10.16,2.54,-6,U-DEC,0.0,0.0,1.0
4826,Red,Frankie Edgar,Cub Swanson,172.72,177.8,145,167.64,172.72,145,33,31,5.08,5.08,2,SUB,0.0,0.0,0.0
4830,Red,Joseph Benavidez,Dustin Ortiz,165.1,165.1,125,162.56,165.1,125,30,25,2.54,0.0,5,U-DEC,0.0,,0.0
4831,Red,Matt Wiman,Isaac Vallie-Flagg,172.72,172.72,155,177.8,172.72,155,31,36,-5.08,0.0,-5,U-DEC,1.0,,1.0
4832,Red,Ruslan Magomedov,Josh Copeland,185.42,190.5,265,190.5,198.12,242,27,32,-5.08,-7.62,-5,U-DEC,1.0,1.0,1.0
4834,Red,James Vick,Nick Hein,167.64,167.64,155,190.5,193.04,155,27,30,-22.86,-25.4,-3,U-DEC,1.0,1.0,1.0
4836,Red,Paige VanZant,Kailin Curran,162.56,165.1,115,162.56,165.1,115,20,23,0.0,0.0,-3,KO/TKO,,,1.0
4838,Red,Fabricio Werdum,Mark Hunt,177.8,182.88,265,193.04,195.58,231,37,40,-15.24,-12.7,-3,KO/TKO,1.0,1.0,1.0
4840,Red,Ricardo Lamas,Dennis Bermudez,167.64,167.64,155,172.72,180.34,145,32,27,-5.08,-12.7,5,SUB,1.0,1.0,0.0
4841,Red,Augusto Montano,Chris Heatherly,175.26,172.72,155,185.42,185.42,170,30,26,-10.16,-12.7,4,KO/TKO,1.0,1.0,0.0
4843,Red,Yair Rodriguez,Leonardo Morales,172.72,172.72,135,180.34,180.34,145,22,21,-7.62,-7.62,1,U-DEC,1.0,1.0,0.0
4844,Red,Alejandro Perez,Jose Quinonez,172.72,175.26,135,167.64,170.18,135,25,24,5.08,5.08,1,U-DEC,0.0,0.0,0.0
4845,Red,Jessica Eye,Leslie Smith,175.26,167.64,135,167.64,167.64,125,28,32,7.62,0.0,-4,KO/TKO,0.0,,1.0
4846,Red,Gabriel Benitez,Humberto Brown,177.8,180.34,145,172.72,180.34,145,26,30,5.08,0.0,-4,,0.0,,1.0
4847,Red,Henry Briones,Guido Cannetti,167.64,172.72,135,172.72,175.26,135,34,34,-5.08,-2.54,0,SUB,1.0,1.0,
4848,Red,Marco Beltran,Marlon Vera,172.72,177.8,135,172.72,175.26,125,28,21,0.0,2.54,7,U-DEC,,0.0,0.0
4850,Red,Warlley Alves,Alan Jouban,182.88,185.42,170,180.34,182.88,170,23,32,2.54,2.54,-9,U-DEC,0.0,0.0,1.0
4851,Red,Claudio Silva,Leon Edwards,182.88,187.96,170,180.34,180.34,170,32,23,2.54,7.62,9,S-DEC,0.0,0.0,0.0
4852,Red,Dhiego Lima,Jorge de Oliveira,172.72,180.34,155,187.96,187.96,170,25,34,-15.24,-7.62,-9,U-DEC,1.0,1.0,1.0
4853,Red,Juliana Lima,Nina Ansaroff,165.1,162.56,115,165.1,165.1,115,32,28,0.0,-2.54,4,U-DEC,,1.0,0.0
4854,Red,Diego Rivas,Rodolfo Rubio,165.1,167.64,145,172.72,175.26,145,22,27,-7.62,-7.62,-5,,1.0,1.0,1.0
4855,Red,Caio Magalhaes,Trevor Smith,190.5,190.5,185,185.42,185.42,185,26,33,5.08,5.08,-7,KO/TKO,0.0,0.0,1.0
4856,Red,Leandro Silva,Charlie Brenneman,177.8,182.88,155,175.26,182.88,155,28,33,2.54,0.0,-5,SUB,0.0,,1.0
4857,Red,Thomas Almeida,Tim Gorman,165.1,172.72,135,170.18,177.8,135,23,31,-5.08,-5.08,-8,U-DEC,1.0,1.0,1.0
4859,Red,Luke Rockhold,Michael Bisping,185.42,190.5,185,190.5,195.58,185,30,35,-5.08,-5.08,-5,SUB,1.0,1.0,1.0
4861,Red,Robert Whittaker,Clint Hester,187.96,195.58,205,182.88,185.42,185,23,27,5.08,10.16,-4,KO/TKO,0.0,0.0,1.0
4862,Red,Soa Palelei,Walt Harris,195.58,195.58,250,193.04,205.74,265,37,31,2.54,-10.16,6,KO/TKO,0.0,1.0,0.0
4863,Red,Jake Matthews,Vagner Rocha,177.8,185.42,155,180.34,185.42,170,20,32,-2.54,0.0,-12,SUB,1.0,,1.0
4864,Red,Anthony Perosh,Guto Inocente,190.5,195.58,205,190.5,190.5,205,42,28,0.0,5.08,14,SUB,,0.0,0.0
4870,Red,Jose Aldo,Chad Mendes,167.64,167.64,145,170.18,177.8,145,28,29,-2.54,-10.16,-1,U-DEC,1.0,1.0,1.0
4872,Red,Fabio Maldonado,Hans Stringer,190.5,185.42,205,185.42,190.5,205,34,27,5.08,-5.08,7,KO/TKO,0.0,1.0,0.0
4873,Red,Darren Elkins,Lucas Martins,182.88,182.88,145,177.8,180.34,145,30,25,5.08,2.54,5,S-DEC,0.0,0.0,0.0
4876,Red,Yan Cabral,Naoyuki Kotani,172.72,167.64,155,180.34,185.42,155,31,32,-7.62,-17.78,-1,SUB,1.0,1.0,1.0
4879,Red,Gilbert Burns,Christos Giagos,177.8,180.34,155,177.8,180.34,155,28,24,0.0,0.0,4,SUB,,,0.0
4881,Red,Rory MacDonald,Tarec Saffiedine,177.8,177.8,170,182.88,193.04,170,25,28,-5.08,-15.24,-3,KO/TKO,1.0,1.0,1.0
4882,Red,Raphael Assuncao,Bryan Caraway,172.72,172.72,135,165.1,167.64,135,32,30,7.62,5.08,2,U-DEC,0.0,0.0,0.0
4883,Red,Chad Laprise,Yosdenis Cedeno,172.72,175.26,155,177.8,180.34,170,28,29,-5.08,-5.08,-1,U-DEC,1.0,1.0,1.0
4884,Red,Elias Theodorou,Bruno Santos,175.26,175.26,185,185.42,190.5,185,26,27,-10.16,-15.24,-1,U-DEC,1.0,1.0,1.0
4885,Red,Nordine Taleb,Li Jingliang,182.88,180.34,170,185.42,187.96,170,33,26,-2.54,-7.62,7,,1.0,1.0,0.0
4886,Red,Mitch Gagnon,Roman Salazar,170.18,170.18,135,165.1,165.1,135,29,26,5.08,5.08,3,SUB,0.0,0.0,0.0
4887,Red,Daron Cruickshank,Anthony Njokuani,185.42,190.5,155,172.72,182.88,155,29,34,12.7,7.62,-5,U-DEC,0.0,0.0,1.0
4888,Red,Olivier Aubin-Mercier,Jake Lindsey,180.34,180.34,155,175.26,177.8,155,25,28,5.08,2.54,-3,SUB,0.0,0.0,1.0
4891,Red,Albert Tumenov,Matt Dwyer,193.04,193.04,170,180.34,185.42,170,22,24,12.7,7.62,-2,KO/TKO,0.0,0.0,1.0
4896,Red,Magnus Cedenblad,Scott Askham,190.5,190.5,185,195.58,200.66,185,32,26,-5.08,-10.16,6,U-DEC,1.0,1.0,0.0
4897,Red,Nico Musoke,Alexander Yakovlev,190.5,187.96,155,182.88,190.5,170,28,30,7.62,-2.54,-2,,0.0,1.0,1.0
4898,Red,Dennis Siver,Charles Rosa,175.26,175.26,145,167.64,177.8,145,35,28,7.62,-2.54,7,U-DEC,0.0,1.0,0.0
4899,Red,Cathal Pendred,Gasan Umalatov,180.34,180.34,170,185.42,190.5,170,27,32,-5.08,-10.16,-5,S-DEC,1.0,1.0,1.0
4901,Red,Mairbek Taisumov,Marcin Bandel,177.8,177.8,155,175.26,185.42,155,26,24,2.54,-7.62,2,KO/TKO,0.0,1.0,0.0
4902,Red,Zubaira Tukhugov,Ernest Chavez,172.72,177.8,145,172.72,172.72,145,23,31,0.0,5.08,-8,KO/TKO,,0.0,1.0
4903,Red,Demetrious Johnson,Chris Cariaso,160.02,160.02,125,160.02,167.64,125,28,33,0.0,-7.62,-5,SUB,,1.0,1.0
4904,Red,Donald Cerrone,Eddie Alvarez,175.26,175.26,155,185.42,185.42,155,31,30,-10.16,-10.16,1,U-DEC,1.0,1.0,0.0
4907,Red,Cat Zingano,Amanda Nunes,172.72,175.26,145,167.64,172.72,145,32,26,5.08,2.54,6,KO/TKO,0.0,0.0,0.0
4908,Red,Dominick Cruz,Takeya Mizugaki,170.18,172.72,135,172.72,172.72,135,29,30,-2.54,0.0,-1,KO/TKO,1.0,,1.0
4909,Red,Jorge Masvidal,James Krause,187.96,185.42,170,180.34,187.96,170,29,28,7.62,-2.54,1,U-DEC,0.0,1.0,0.0
4913,Red,Manvel Gamburyan,Cody Gibson,177.8,180.34,135,165.1,170.18,135,33,27,12.7,10.16,6,SUB,0.0,0.0,0.0
4914,Red,Mark Hunt,Roy Nelson,182.88,182.88,263,177.8,182.88,265,40,38,5.08,0.0,2,KO/TKO,0.0,,0.0
4915,Red,Myles Jury,Takanori Gomi,170.18,177.8,155,177.8,185.42,145,25,35,-7.62,-7.62,-10,KO/TKO,1.0,1.0,1.0
4916,Red,Yoshihiro Akiyama,Amir Sadollah,177.8,187.96,170,177.8,185.42,170,39,34,0.0,2.54,5,U-DEC,,0.0,0.0
4917,Red,Miesha Tate,Rin Nakai,154.94,152.4,135,167.64,165.1,135,28,27,-12.7,-12.7,1,U-DEC,1.0,1.0,0.0
4918,Red,Kiichi Kunimoto,Richard Walsh,182.88,185.42,170,177.8,180.34,170,33,25,5.08,5.08,8,S-DEC,0.0,0.0,0.0
4919,Red,Kyoji Horiguchi,Jon Delos Reyes,167.64,170.18,125,165.1,167.64,125,23,27,2.54,2.54,-4,KO/TKO,0.0,0.0,1.0
4921,Red,Katsunori Kikuno,Sam Sicilia,172.72,170.18,145,172.72,167.64,145,32,28,0.0,2.54,4,SUB,,0.0,0.0
4922,Red,Hyun Gyu Lim,Takenori Sato,177.8,180.34,170,190.5,195.58,170,29,29,-12.7,-15.24,0,KO/TKO,1.0,1.0,
4925,Red,Maximo Blanco,Dan Hooker,182.88,190.5,155,172.72,180.34,145,30,24,10.16,10.16,6,U-DEC,0.0,0.0,0.0
4927,Red,Gleison Tibau,Piotr Hallmann,175.26,180.34,155,177.8,180.34,155,30,27,-2.54,0.0,3,S-DEC,1.0,,0.0
4928,Red,Leonardo Santos,Efrain Escudero,175.26,177.8,155,182.88,190.5,155,34,28,-7.62,-12.7,6,U-DEC,1.0,1.0,0.0
4929,Red,Santiago Ponzinibbio,Wendell Oliveira,177.8,182.88,170,182.88,185.42,170,27,31,-5.08,-2.54,-4,,1.0,1.0,1.0
4930,Red,Iuri Alcantara,Russell Doane,170.18,177.8,135,175.26,180.34,135,34,28,-5.08,-2.54,6,U-DEC,1.0,1.0,0.0
4931,Red,Jessica Andrade,Larissa Pacheco,170.18,175.26,135,154.94,157.48,115,22,20,15.24,17.78,2,SUB,0.0,0.0,0.0
4932,Red,Godofredo Pepey,Dashon Johnson,170.18,177.8,145,170.18,185.42,145,27,26,0.0,-7.62,1,SUB,,1.0,0.0
4934,Red,Francisco Trinaldo,Leandro Silva,175.26,182.88,155,175.26,177.8,155,36,28,0.0,5.08,8,U-DEC,,0.0,0.0
4936,Red,Rani Yahya,Johnny Bedford,177.8,180.34,135,167.64,170.18,135,30,31,10.16,10.16,-1,SUB,0.0,0.0,1.0
4937,Red,Jacare Souza,Gegard Mousasi,187.96,193.04,185,185.42,182.88,185,34,29,2.54,10.16,5,SUB,0.0,0.0,0.0
4939,Red,Matt Mitrione,Derrick Lewis,190.5,200.66,260,190.5,200.66,265,36,29,0.0,0.0,7,KO/TKO,,,0.0
4940,Red,Joe Lauzon,Michael Chiesa,185.42,190.5,170,177.8,180.34,155,30,26,7.62,10.16,4,KO/TKO,0.0,0.0,0.0
4941,Red,John Moraga,Justin Scoggins,170.18,167.64,125,167.64,167.64,125,30,22,2.54,0.0,8,SUB,0.0,,0.0
4942,Red,Al Iaquinta,Rodrigo Damm,170.18,180.34,155,177.8,177.8,155,27,34,-7.62,2.54,-7,KO/TKO,1.0,0.0,1.0
4943,Red,Rafael Natal,Chris Camozzi,187.96,193.04,185,182.88,193.04,185,31,27,5.08,0.0,4,S-DEC,0.0,,0.0
4944,Red,Chris Beal,Tateki Matsuda,170.18,165.1,125,170.18,175.26,125,29,28,0.0,-10.16,1,U-DEC,,1.0,0.0
4946,Red,TJ Dillashaw,Joe Soto,167.64,165.1,135,167.64,170.18,125,28,27,0.0,-5.08,1,KO/TKO,,1.0,0.0
4947,Red,Tony Ferguson,Danny Castillo,175.26,180.34,155,180.34,193.04,155,30,35,-5.08,-12.7,-5,S-DEC,1.0,1.0,1.0
4948,Red,Bethe Correia,Shayna Baszler,170.18,170.18,135,165.1,162.56,135,31,34,5.08,7.62,-3,KO/TKO,0.0,0.0,1.0
4950,Red,Yancy Medeiros,Damon Jackson,180.34,180.34,145,177.8,190.5,155,26,26,2.54,-10.16,0,SUB,0.0,1.0,
4953,Red,Chris Wade,Cain Carrizosa,172.72,187.96,155,177.8,177.8,155,26,28,-5.08,10.16,-2,SUB,1.0,0.0,1.0
4957,Red,Max Holloway,Clay Collard,180.34,185.42,145,180.34,175.26,155,22,21,0.0,10.16,1,KO/TKO,,0.0,0.0
4958,Red,James Vick,Valmir Lazaro,182.88,185.42,155,190.5,193.04,155,27,29,-7.62,-7.62,-2,U-DEC,1.0,1.0,1.0
4959,Red,Chas Skelly,Tom Niinimaki,175.26,175.26,145,180.34,182.88,145,29,32,-5.08,-7.62,-3,SUB,1.0,1.0,1.0
4960,Red,Neil Magny,Alex Garcia,175.26,182.88,170,190.5,203.2,170,27,27,-15.24,-20.32,0,U-DEC,1.0,1.0,
4961,Red,Beneil Dariush,Anthony Rocco Martin,182.88,185.42,170,177.8,182.88,155,25,24,5.08,2.54,1,SUB,0.0,0.0,0.0
4963,Red,Ben Saunders,Chris Heatherly,175.26,172.72,155,187.96,195.58,170,31,26,-12.7,-22.86,5,SUB,1.0,1.0,0.0
4964,Red,Wilson Reis,Joby Sanchez,167.64,172.72,135,162.56,165.1,125,29,23,5.08,7.62,6,U-DEC,0.0,0.0,0.0
4965,Red,Michael Bisping,Cung Le,175.26,175.26,185,185.42,190.5,185,35,42,-10.16,-15.24,-7,KO/TKO,1.0,1.0,1.0
4966,Red,Tyron Woodley,Dong Hyun Kim,187.96,193.04,170,175.26,187.96,170,32,32,12.7,5.08,0,KO/TKO,0.0,0.0,
4967,Red,Zhang Lipeng,Brendan O'Reilly,170.18,175.26,170,180.34,180.34,155,24,27,-10.16,-5.08,-3,,1.0,1.0,1.0
4968,Red,Ning Guangyou,Jianping Yang,170.18,165.1,145,162.56,162.56,145,32,25,7.62,2.54,7,,0.0,0.0,0.0
4969,Red,Sai Wang,Danny Mitchell,187.96,187.96,170,182.88,182.88,170,28,28,5.08,5.08,0,U-DEC,0.0,0.0,
4970,Red,Alberto Mina,Shinsho Anzai,170.18,177.8,170,182.88,195.58,170,32,28,-12.7,-17.78,4,KO/TKO,1.0,1.0,0.0
4975,Red,Ryan Bader,Ovince Saint Preux,190.5,203.2,205,187.96,187.96,205,31,31,2.54,15.24,0,U-DEC,0.0,0.0,
4977,Red,Tim Boetsch,Brad Tavares,185.42,187.96,185,182.88,187.96,185,33,26,2.54,0.0,7,KO/TKO,0.0,,0.0
4979,Red,Shawn Jordan,Jack May,203.2,200.66,255,182.88,190.5,260,29,33,20.32,10.16,-4,KO/TKO,0.0,0.0,1.0
4980,Red,Thiago Tavares,Robert Peralta,172.72,180.34,145,170.18,172.72,145,29,28,2.54,7.62,1,SUB,0.0,0.0,0.0
4981,Red,Jussier Formiga,Zach Makovsky,162.56,162.56,125,165.1,170.18,125,29,31,-2.54,-7.62,-2,U-DEC,1.0,1.0,1.0
4982,Red,Sara McMann,Lauren Murphy,170.18,170.18,125,167.64,167.64,135,33,31,2.54,2.54,2,S-DEC,0.0,0.0,0.0
4983,Red,Tom Watson,Sam Alvey,187.96,190.5,205,185.42,185.42,185,32,28,2.54,5.08,4,U-DEC,0.0,0.0,0.0
4985,Red,Robbie Lawler,Matt Brown,182.88,190.5,170,180.34,187.96,170,32,33,2.54,2.54,-1,U-DEC,0.0,0.0,1.0
4986,Red,Anthony Johnson,Rogerio Nogueira,187.96,190.5,205,187.96,198.12,205,30,38,0.0,-7.62,-8,KO/TKO,,1.0,1.0
4996,Red,Conor McGregor,Diego Brandao,170.18,172.72,145,175.26,187.96,155,26,27,-5.08,-15.24,-1,KO/TKO,1.0,1.0,1.0
4997,Red,Gunnar Nelson,Zak Cummings,182.88,190.5,185,180.34,182.88,170,25,29,2.54,7.62,-4,SUB,0.0,0.0,1.0
4999,Red,Norman Parke,Naoyuki Kotani,172.72,167.64,155,180.34,177.8,155,27,32,-7.62,-10.16,-5,KO/TKO,1.0,1.0,1.0
5000,Red,Ilir Latifi,Chris Dempsey,177.8,182.88,185,177.8,185.42,205,30,26,0.0,-2.54,4,KO/TKO,,1.0,0.0
